,Track name,artists,genre,Likes
12040,U and Dat (feat. T. Pain & Kandi Girl),E-40,Rap,DISLIKE
12041,"Function (feat. YG,IAMSU! & Problem)",E-40,Rap,DISLIKE
12042,Choices (Yup),E-40,Rap,DISLIKE
12043,Boyz-N-The-Hood - Remix,Eazy-E,Rap,DISLIKE
12044,Eazy-Duz-It,Eazy-E,Rap,DISLIKE
12045,No More ?'s,Eazy-E,Rap,DISLIKE
12046,We Want Eazy,Eazy-E,Rap,DISLIKE
12047,Merry Muthafuckin' Xmas,Eazy-E,Rap,DISLIKE
12048,Niggaz My Height Don't Fight,Eazy-E,Rap,DISLIKE
12049,Gimmie That Nutt,Eazy-E,Rap,DISLIKE
12050,Only If You Want It,Eazy-E,Rap,DISLIKE
12051,Real Muthaphuckkin G's,Eazy-E,Rap,DISLIKE
12052,Stan,Eminem,Rap,DISLIKE
12053,The Real Slim Shady,Eminem,Rap,DISLIKE
12054,Lose Yourself,Eminem,Rap,DISLIKE
12055,Till I Collapse,Eminem,Rap,DISLIKE
12056,Without Me,Eminem,Rap,DISLIKE
12057,Mockingbird,Eminem,Rap,DISLIKE
12058,Beautiful,Eminem,Rap,DISLIKE
12059,Love The Way You Lie (feat. Rihanna),Eminem,Rap,DISLIKE
12060,No Love,Eminem,Rap,DISLIKE
12061,Not Afraid,Eminem,Rap,DISLIKE
12062,Rap God,Eminem,Rap,DISLIKE
12063,Eric B. Is President,Eric B. & Rakim,Rap,DISLIKE
12064,Know The Ledge,Eric B. & Rakim,Rap,DISLIKE
12065,Follow The Leader,Eric B. & Rakim,Rap,DISLIKE
12066,Let The Rhythm Hit 'Em,Eric B. & Rakim,Rap,DISLIKE
12067,Microphone Fiend,Eric B. & Rakim,Rap,DISLIKE
12068,Paid In Full,Eric B. & Rakim,Rap,DISLIKE
12069,Don't Sweat The Technique,Eric B. & Rakim,Rap,DISLIKE
12070,Juice (Know The Ledge),Eric B. & Rakim,Rap,DISLIKE
12071,All The Way Up (feat. Infared),Fat Joe,Rap,DISLIKE
12072,"Lean Back (feat. Lil Jon,Eminem,Mase & Remy Martin) - Remix",Fat Joe,Rap,DISLIKE
12073,Make It Rain,Fat Joe,Rap,DISLIKE
12074,Sunshine (The Light),Fat Joe,Rap,DISLIKE
12075,Life Is Good (feat. Drake),Future,Rap,DISLIKE
12076,Low Life (feat. The Weeknd),Future,Rap,DISLIKE
12077,March Madness,Future,Rap,DISLIKE
12078,Mask Off,Future,Rap,DISLIKE
12079,Solo,Future,Rap,DISLIKE
12080,Tony Montana,Future,Rap,DISLIKE
12081,Used to This (feat. Drake),Future,Rap,DISLIKE
12082,Wicked,Future,Rap,DISLIKE
12083,You Da Baddest (feat. Nicki Minaj),Future,Rap,DISLIKE
12084,"Me,Myself & I",G-Eazy,Rap,DISLIKE
12085,Calm Down,G-Eazy,Rap,DISLIKE
12086,Everything Will Be OK (feat. Kehlani),G-Eazy,Rap,DISLIKE
12087,Good Life (with G-Eazy & Kehlani),G-Eazy,Rap,DISLIKE
12088,Him & I (with Halsey),G-Eazy,Rap,DISLIKE
12089,I Mean It (feat. Remo),G-Eazy,Rap,DISLIKE
12090,Let's Get Lost (feat. Devon Baldwin),G-Eazy,Rap,DISLIKE
12091,No Limit,G-Eazy,Rap,DISLIKE
12092,Random,G-Eazy,Rap,DISLIKE
12093,All That I Got Is You (feat. Mary J. Blige),Ghostface Killah,Rap,DISLIKE
12094,Apollo Kids (feat. Raekwon),Ghostface Killah,Rap,DISLIKE
12095,Back Like That,Ghostface Killah,Rap,DISLIKE
12096,Camay (feat. Raekwon & Cappadonna),Ghostface Killah,Rap,DISLIKE
12097,Cherchez LaGhost (feat. U-God),Ghostface Killah,Rap,DISLIKE
12098,Conditioning,Ghostface Killah,Rap,DISLIKE
12099,Daytona 500 (feat. Raekwon & Cappadonna),Ghostface Killah,Rap,DISLIKE
12100,Iron Maiden,Ghostface Killah,Rap,DISLIKE
12101,Mighty Healthy,Ghostface Killah,Rap,DISLIKE
12102,"The Sun (feat. Slick Rick,Raekwon & Rza)",Ghostface Killah,Rap,DISLIKE
12103,"New York,New York",Grandmaster Flash & The Furious Five,Rap,DISLIKE
12104,The Message (feat. Melle Mel & Duke Bootee),Grandmaster Flash & The Furious Five,Rap,DISLIKE
12105,Superrappin',Grandmaster Flash & The Furious Five,Rap,DISLIKE
12106,The Adventures of Grandmaster Flash on the Wheel of Steel,Grandmaster Flash & The Furious Five,Rap,DISLIKE
12107,White Lines,Grandmaster Flash & The Furious Five,Rap,DISLIKE
12108,"We Speak Hip Hop feat. Afasi,Kase. O,Maccho,Abass & KRS One",Grandmaster Flash & The Furious Five,Rap,DISLIKE
12109,So Icy (feat. Young Jeezy),Gucci Mane,Rap,DISLIKE
12110,Wasted (feat. Plies),Gucci Mane,Rap,DISLIKE
12111,Bricks (feat. OJ & Yo Gotti),Gucci Mane,Rap,DISLIKE
12112,Both (feat. Drake),Gucci Mane,Rap,DISLIKE
12113,Trap House,Gucci Mane,Rap,DISLIKE
12114,Wake up In the Sky,Gucci Mane,Rap,DISLIKE
12115,Big Booty (feat. Megan Thee Stallion),Gucci Mane,Rap,DISLIKE
12116,Freaky Girl,Gucci Mane,Rap,DISLIKE
12117,Lemonade,Gucci Mane,Rap,DISLIKE
12118,4th Chamber,GZA,Rap,DISLIKE
12119,Cold World,GZA,Rap,DISLIKE
12120,Duel Of The Iron Mic,GZA,Rap,DISLIKE
12121,Hell's Wind Staff / Killah Hills 10304,GZA,Rap,DISLIKE
12122,Liquid Swords,GZA,Rap,DISLIKE
12123,Shadowboxin',GZA,Rap,DISLIKE
12124,Nocturnal Rainbows,Hopsin,Rap,DISLIKE
12125,You Should've Known,Hopsin,Rap,DISLIKE
12126,Ill Mind of Hopsin 5,Hopsin,Rap,DISLIKE
12127,Ill Mind of Hopsin 7,Hopsin,Rap,DISLIKE
12128,Ill Mind of Hopsin 8,Hopsin,Rap,DISLIKE
12129,Ill Mind of Hopsin 9,Hopsin,Rap,DISLIKE
12130,Jackin' For Beats,Ice Cube,Rap,DISLIKE
12131,You Can Do It,Ice Cube,Rap,DISLIKE
12132,Dead Homiez,Ice Cube,Rap,DISLIKE
12133,No Vaseline,Ice Cube,Rap,DISLIKE
12134,Why We Thugs,Ice Cube,Rap,DISLIKE
12135,It Was A Good Day,Ice Cube,Rap,DISLIKE
12136,Hello,Ice Cube,Rap,DISLIKE
12137,Check Yo Self,Ice Cube,Rap,DISLIKE
12138,6 'N the Mornin',ICE-T,Rap,DISLIKE
12139,New Jack Hustler (Nino's Theme),ICE-T,Rap,DISLIKE
12140,Lethal Weapon,ICE-T,Rap,DISLIKE
12141,Colors,ICE-T,Rap,DISLIKE
12142,Medley: You Played Yourself / I'm Your Pusher / Colors / Lethal Weapon (Live),ICE-T,Rap,DISLIKE
12143,O.G. Original Gangster,ICE-T,Rap,DISLIKE
12144,You Played Yourself,ICE-T,Rap,DISLIKE
12145,Lights Please,J. Cole,Rap,DISLIKE
12146,Work Out,J. Cole,Rap,DISLIKE
12147,G.O.M.D,J. Cole,Rap,DISLIKE
12148,Power Trip (feat. Miguel),J. Cole,Rap,DISLIKE
12149,Wet Dreamz,J. Cole,Rap,DISLIKE
12150,Love Yourz,J. Cole,Rap,DISLIKE
12151,No Role Modelz,J. Cole,Rap,DISLIKE
12152,MIDDLE CHILD,J. Cole,Rap,DISLIKE
12153,Poppin' Tags,JAY-Z,Rap,DISLIKE
12154,Hard Knock Life (Ghetto Anthem),JAY-Z,Rap,DISLIKE
12155,99 Problems,JAY-Z,Rap,DISLIKE
12156,Big Pimpin',JAY-Z,Rap,DISLIKE
12157,Dirt Off Your Shoulder,JAY-Z,Rap,DISLIKE
12158,Izzo (H.O.V.A.),JAY-Z,Rap,DISLIKE
12159,Run This Town,JAY-Z,Rap,DISLIKE
12160,On To The Next One,JAY-Z,Rap,DISLIKE
12161,151 Rum,JID,Rap,DISLIKE
12162,EdEddnEddy,JID,Rap,DISLIKE
12163,NEVER,JID,Rap,DISLIKE
12164,Skegee,JID,Rap,DISLIKE
12165,Underwear,JID,Rap,DISLIKE
12166,Workin Out,JID,Rap,DISLIKE
12167,Off Deez (with J. Cole),JID,Rap,DISLIKE
12168,Big Dusty,Joey Bada$$,Rap,DISLIKE
12169,Christ Conscious,Joey Bada$$,Rap,DISLIKE
12170,Love Is Only a Feeling,Joey Bada$$,Rap,DISLIKE
12171,Paper Trail$,Joey Bada$$,Rap,DISLIKE
12172,Show Me,Joey Bada$$,Rap,DISLIKE
12173,Survival Tactics,Joey Bada$$,Rap,DISLIKE
12174,Unorthodox,Joey Bada$$,Rap,DISLIKE
12175,Waves,Joey Bada$$,Rap,DISLIKE
12176,DEVASTATED,Joey Bada$$,Rap,DISLIKE
12177,LAND OF THE FREE,Joey Bada$$,Rap,DISLIKE
12178,10 Bands (feat. Timbaland),Joyner Lucas,Rap,DISLIKE
12179,Devil's Work 2,Joyner Lucas,Rap,DISLIKE
12180,I'm Not Racist,Joyner Lucas,Rap,DISLIKE
12181,Isis (feat. Logic),Joyner Lucas,Rap,DISLIKE
12182,Just Like You,Joyner Lucas,Rap,DISLIKE
12183,Lotto,Joyner Lucas,Rap,DISLIKE
12184,Str8 Like Dat,Joyner Lucas,Rap,DISLIKE
12185,Will - Remix,Joyner Lucas,Rap,DISLIKE
12186,Lean Wit Me,Juice WRLD,Rap,DISLIKE
12187,Lucid Dreams,Juice WRLD,Rap,DISLIKE
12188,All Girls Are The Same,Juice WRLD,Rap,DISLIKE
12189,Bandit (with YoungBoy Never Broke Again),Juice WRLD,Rap,DISLIKE
12190,Come & Go (with Marshmello),Juice WRLD,Rap,DISLIKE
12191,Conversations,Juice WRLD,Rap,DISLIKE
12192,Legends,Juice WRLD,Rap,DISLIKE
12193,Robbery,Juice WRLD,Rap,DISLIKE
12194,Wishing Well,Juice WRLD,Rap,DISLIKE
12195,Can't Tell Me Nothing,Kanye West,Rap,DISLIKE
12196,Gold Digger,Kanye West,Rap,DISLIKE
12197,All Of The Lights,Kanye West,Rap,DISLIKE
12198,Good Life,Kanye West,Rap,DISLIKE
12199,Flashing Lights,Kanye West,Rap,DISLIKE
12200,Heartless,Kanye West,Rap,DISLIKE
12201,Runaway,Kanye West,Rap,DISLIKE
12202,So Appalled,Kanye West,Rap,DISLIKE
12203,Stronger,Kanye West,Rap,DISLIKE
12204,POWER,Kanye West,Rap,DISLIKE
12205,Famous,Kanye West,Rap,DISLIKE
12206,Alright,Kendrick Lamar,Rap,DISLIKE
12207,"Bitch,Don’t Kill My Vibe",Kendrick Lamar,Rap,DISLIKE
12208,Money Trees,Kendrick Lamar,Rap,DISLIKE
12209,Swimming Pools (Drank),Kendrick Lamar,Rap,DISLIKE
12210,King Kunta,Kendrick Lamar,Rap,DISLIKE
12211,The Blacker The Berry,Kendrick Lamar,Rap,DISLIKE
12212,DNA.,Kendrick Lamar,Rap,DISLIKE
12213,HUMBLE.,Kendrick Lamar,Rap,DISLIKE
12214,i,Kendrick Lamar,Rap,DISLIKE
12215,LOVE. FEAT. ZACARI.,Kendrick Lamar,Rap,DISLIKE
12216,Day 'N' Nite (nightmare),Kid Cudi,Rap,DISLIKE
12217,Man On The Moon,Kid Cudi,Rap,DISLIKE
12218,Pursuit Of Happiness (Nightmare),Kid Cudi,Rap,DISLIKE
12219,Soundtrack 2 My Life,Kid Cudi,Rap,DISLIKE
12220,The Prayer,Kid Cudi,Rap,DISLIKE
12221,Erase Me - Main,Kid Cudi,Rap,DISLIKE
12222,Mr. Rager,Kid Cudi,Rap,DISLIKE
12223,Just What I Am,Kid Cudi,Rap,DISLIKE
12224,Black Cop,KRS-One,Rap,DISLIKE
12225,Sound of da Police,KRS-One,Rap,DISLIKE
12226,MC's Act Like They Don't Know,KRS-One,Rap,DISLIKE
12227,Step into a World (Rapture's Delight),KRS-One,Rap,DISLIKE
12228,C-Walk,Kurupt,Rap,DISLIKE
12229,We Can Freak It,Kurupt,Rap,DISLIKE
12230,Who Ride Wit Us,Kurupt,Rap,DISLIKE
12231,My Dawg,Lil Baby,Rap,DISLIKE
12232,Close Friends (Lil Baby & Gunna),Lil Baby,Rap,DISLIKE
12233,Drip Too Hard (Lil Baby & Gunna),Lil Baby,Rap,DISLIKE
12234,Everything,Lil Baby,Rap,DISLIKE
12235,"Never Recover (Lil Baby & Gunna,Drake)",Lil Baby,Rap,DISLIKE
12236,Yes Indeed,Lil Baby,Rap,DISLIKE
12237,From Now On (feat. Future),Lil Baby,Rap,DISLIKE
12238,Pure Cocaine,Lil Baby,Rap,DISLIKE
12239,Sum 2 Prove,Lil Baby,Rap,DISLIKE
12240,Classic Male Pregame,Lil Dicky,Rap,DISLIKE
12241,Mr. McAdams,Lil Dicky,Rap,DISLIKE
12242,Professional Rapper (feat. Snoop Dogg),Lil Dicky,Rap,DISLIKE
12243,Earth,Lil Dicky,Rap,DISLIKE
12244,Freaky Friday (feat. Chris Brown),Lil Dicky,Rap,DISLIKE
12245,Molly (feat. Brendon Urie of Panic at the Disco),Lil Dicky,Rap,DISLIKE
12246,Money Longer,Lil Uzi Vert,Rap,DISLIKE
12247,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,Rap,DISLIKE
12248,XO Tour Llif3,Lil Uzi Vert,Rap,DISLIKE
12249,20 Min,Lil Uzi Vert,Rap,DISLIKE
12250,Do What I Want,Lil Uzi Vert,Rap,DISLIKE
12251,Futsal Shuffle 2020,Lil Uzi Vert,Rap,DISLIKE
12252,Silly Watch,Lil Uzi Vert,Rap,DISLIKE
12253,Go DJ,Lil Wayne,Rap,DISLIKE
12254,Fireman,Lil Wayne,Rap,DISLIKE
12255,A Milli,Lil Wayne,Rap,DISLIKE
12256,Got Money,Lil Wayne,Rap,DISLIKE
12257,Lollipop,Lil Wayne,Rap,DISLIKE
12258,Drop The World (feat. Eminem),Lil Wayne,Rap,DISLIKE
12259,Mr. Carter (feat. JAY-Z),Lil Wayne,Rap,DISLIKE
12260,How To Love,Lil Wayne,Rap,DISLIKE
12261,6 Foot 7 Foot (feat. Cory Gunz),Lil Wayne,Rap,DISLIKE
12262,Prom Queen,Lil Wayne,Rap,DISLIKE
12263,"Sucker for Pain (with Wiz Khalifa,Imagine Dragons,Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,Rap,DISLIKE
12264,I Can't Live Without My Radio,LL COOL J,Rap,DISLIKE
12265,Rock The Bells,LL COOL J,Rap,DISLIKE
12266,I Need Love,LL COOL J,Rap,DISLIKE
12267,Jingling Baby (Remixed But Still Jingling) - Remix,LL COOL J,Rap,DISLIKE
12268,Around The Way Girl,LL COOL J,Rap,DISLIKE
12269,Mama Said Knock You Out,LL COOL J,Rap,DISLIKE
12270,Doin' It,LL COOL J,Rap,DISLIKE
12271,Hey Lover,LL COOL J,Rap,DISLIKE
12272,Going Back To Cali,LL COOL J,Rap,DISLIKE
12273,Luv U Better,LL COOL J,Rap,DISLIKE
12274,Under Pressure,Logic,Rap,DISLIKE
12275,1-800-273-8255,Logic,Rap,DISLIKE
12276,Black SpiderMan,Logic,Rap,DISLIKE
12277,44 More,Logic,Rap,DISLIKE
12278,Everyday,Logic,Rap,DISLIKE
12279,I Am The Greatest,Logic,Rap,DISLIKE
12280,Homicide (feat. Eminem),Logic,Rap,DISLIKE
12281,Area Codes,Ludacris,Rap,DISLIKE
12282,Rollout (My Business),Ludacris,Rap,DISLIKE
12283,What's Your Fantasy (Featuring Shawna),Ludacris,Rap,DISLIKE
12284,Southern Hospitality (Featuring Pharrell),Ludacris,Rap,DISLIKE
12285,Stand Up,Ludacris,Rap,DISLIKE
12286,Get Back,Ludacris,Rap,DISLIKE
12287,My Chick Bad,Ludacris,Rap,DISLIKE
12288,"Kick,Push",Lupe Fiasco,Rap,DISLIKE
12289,And He Gets the Girl,Lupe Fiasco,Rap,DISLIKE
12290,Daydreamin' (feat. Jill Scott),Lupe Fiasco,Rap,DISLIKE
12291,The Show Goes On,Lupe Fiasco,Rap,DISLIKE
12292,Battle Scars (with Guy Sebastian),Lupe Fiasco,Rap,DISLIKE
12293,Lamborghini Angels,Lupe Fiasco,Rap,DISLIKE
12294,Nikes on My Feet,Mac Miller,Rap,DISLIKE
12295,Best Day Ever,Mac Miller,Rap,DISLIKE
12296,Donald Trump,Mac Miller,Rap,DISLIKE
12297,Come Back to Earth,Mac Miller,Rap,DISLIKE
12298,Dang! (feat. Anderson .Paak),Mac Miller,Rap,DISLIKE
12299,Ladders,Mac Miller,Rap,DISLIKE
12300,Small Worlds,Mac Miller,Rap,DISLIKE
12301,Good News,Mac Miller,Rap,DISLIKE
12302,Accordion,Madvillain,Rap,DISLIKE
12303,All Caps,Madvillain,Rap,DISLIKE
12304,Fancy Clown,Madvillain,Rap,DISLIKE
12305,Great Day,Madvillain,Rap,DISLIKE
12306,Mad Scientist,MC Ren,Rap,DISLIKE
12307,Who Got That Street Shit,MC Ren,Rap,DISLIKE
12308,Amen (feat. Drake),Meek Mill,Rap,DISLIKE
12309,Dreams and Nightmares,Meek Mill,Rap,DISLIKE
12310,House Party (feat. Young Chris),Meek Mill,Rap,DISLIKE
12311,Ooh Kill Em,Meek Mill,Rap,DISLIKE
12312,All Eyes on You (feat. Chris Brown & Nicki Minaj),Meek Mill,Rap,DISLIKE
12313,Connect the Dots (feat. Yo Gotti and Rick Ross),Meek Mill,Rap,DISLIKE
12314,Levels,Meek Mill,Rap,DISLIKE
12315,R.I.C.O. (feat. Drake),Meek Mill,Rap,DISLIKE
12316,1942 Flows,Meek Mill,Rap,DISLIKE
12317,Going Bad (feat. Drake),Meek Mill,Rap,DISLIKE
12318,Bring The Pain,Method Man,Rap,DISLIKE
12319,How High (Remix),Method Man,Rap,DISLIKE
12320,Da Rockwilder,Method Man,Rap,DISLIKE
12321,Beef Rap,MF DOOM,Rap,DISLIKE
12322,One Beer,MF DOOM,Rap,DISLIKE
12323,Rapp Snitch Knishes feat. Mr. Fantastik,MF DOOM,Rap,DISLIKE
12324,Vomitspit,MF DOOM,Rap,DISLIKE
12325,The Rain (Supa Dupa Fly),Missy Elliott,Rap,DISLIKE
12326,She's a Bitch,Missy Elliott,Rap,DISLIKE
12327,Get Ur Freak On,Missy Elliott,Rap,DISLIKE
12328,One Minute Man (feat. Ludacris),Missy Elliott,Rap,DISLIKE
12329,Gossip Folks (feat. Ludacris),Missy Elliott,Rap,DISLIKE
12330,Work It,Missy Elliott,Rap,DISLIKE
12331,Bomb Intro / Pass That Dutch,Missy Elliott,Rap,DISLIKE
12332,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,Rap,DISLIKE
12333,WTF (Where They From) [feat. Pharrell Williams],Missy Elliott,Rap,DISLIKE
12334,Got,Mos Def,Rap,DISLIKE
12335,Love,Mos Def,Rap,DISLIKE
12336,Mathematics,Mos Def,Rap,DISLIKE
12337,Ms. Fat Booty,Mos Def,Rap,DISLIKE
12338,UMI Says,Mos Def,Rap,DISLIKE
12339,N.Y. State of Mind,Nas,Rap,DISLIKE
12340,The World Is Yours,Nas,Rap,DISLIKE
12341,I Gave You Power,Nas,Rap,DISLIKE
12342,If I Ruled the World (Imagine That) (feat. Lauryn Hill),Nas,Rap,DISLIKE
12343,Hate Me Now (feat. Diddy),Nas,Rap,DISLIKE
12344,Street Dreams,Nas,Rap,DISLIKE
12345,Ether,Nas,Rap,DISLIKE
12346,Got Ur Self A Gun,Nas,Rap,DISLIKE
12347,One Mic,Nas,Rap,DISLIKE
12348,Still Dreaming,Nas,Rap,DISLIKE
12349,I Got Love,Nate Dogg,Rap,DISLIKE
12350,So Fly (J. Period Remix),Nate Dogg,Rap,DISLIKE
12351,Never Leave Me Alone,Nate Dogg,Rap,DISLIKE
12352,Country Grammar (Hot Shit),Nelly,Rap,DISLIKE
12353,E.I.,Nelly,Rap,DISLIKE
12354,Ride Wit Me,Nelly,Rap,DISLIKE
12355,Air Force Ones,Nelly,Rap,DISLIKE
12356,Dilemma (feat. Kelly Rowland),Nelly,Rap,DISLIKE
12357,Hot In Herre,Nelly,Rap,DISLIKE
12358,Grillz,Nelly,Rap,DISLIKE
12359,Just A Dream,Nelly,Rap,DISLIKE
12360,Leave Me Alone,NF,Rap,DISLIKE
12361,Mansion,NF,Rap,DISLIKE
12362,Real,NF,Rap,DISLIKE
12363,The Search,NF,Rap,DISLIKE
12364,Time,NF,Rap,DISLIKE
12365,When I Grow Up,NF,Rap,DISLIKE
12366,My Life,NF,Rap,DISLIKE
12367,Brooklyn Zoo,Ol' Dirty Bastard,Rap,DISLIKE
12368,Hippa to da Hoppa,Ol' Dirty Bastard,Rap,DISLIKE
12369,Raw Hide,Ol' Dirty Bastard,Rap,DISLIKE
12370,Shimmy Shimmy Ya,Ol' Dirty Bastard,Rap,DISLIKE
12371,Got Your Money (feat. Kelis),Ol' Dirty Bastard,Rap,DISLIKE
12372,Got Your Money (feat. Kelis) - Instrumental,Ol' Dirty Bastard,Rap,DISLIKE
12373,ATLiens,Outkast,Rap,DISLIKE
12374,B.O.B. - Bombs Over Baghdad,Outkast,Rap,DISLIKE
12375,Ms. Jackson,Outkast,Rap,DISLIKE
12376,"So Fresh,So Clean",Outkast,Rap,DISLIKE
12377,Hey Ya!,Outkast,Rap,DISLIKE
12378,Prototype,Outkast,Rap,DISLIKE
12379,Roses,Outkast,Rap,DISLIKE
12380,The Way You Move (feat. Sleepy Brown),Outkast,Rap,DISLIKE
12381,Frontin' (feat. Jay-Z) - Club Mix,Pharrell Williams,Rap,DISLIKE
12382,That Girl,Pharrell Williams,Rap,DISLIKE
12383,"Happy - From ""Despicable Me 2""",Pharrell Williams,Rap,DISLIKE
12384,Freedom,Pharrell Williams,Rap,DISLIKE
12385,Finer Things,Polo G,Rap,DISLIKE
12386,Pop Out (feat. Lil Tjay),Polo G,Rap,DISLIKE
12387,Bloody Canvas,Polo G,Rap,DISLIKE
12388,Heart of a Giant (with Rod Wave),Polo G,Rap,DISLIKE
12389,Martin & Gina,Polo G,Rap,DISLIKE
12390,Wishing For A Hero (feat. BJ The Chicago Kid),Polo G,Rap,DISLIKE
12391,RAPSTAR,Polo G,Rap,DISLIKE
12392,White Iverson,Post Malone,Rap,DISLIKE
12393,Better Now,Post Malone,Rap,DISLIKE
12394,Circles,Post Malone,Rap,DISLIKE
12395,Goodbyes (feat. Young Thug),Post Malone,Rap,DISLIKE
12396,"Sunflower (Remix) [with Swae Lee,Nicky Jam,and Prince Royce]",Post Malone,Rap,DISLIKE
12397,Die For Me (feat. Future & Halsey),Post Malone,Rap,DISLIKE
12398,Wow.,Post Malone,Rap,DISLIKE
12399,Guy For That (Feat. Luke Combs),Post Malone,Rap,DISLIKE
12400,Breathe,Prodigy,Rap,DISLIKE
12401,Keep It Thoro,Prodigy,Rap,DISLIKE
12402,Numbers On The Boards,Pusha T,Rap,DISLIKE
12403,If You Know You Know,Pusha T,Rap,DISLIKE
12404,King Push,Pusha T,Rap,DISLIKE
12405,New God Flow,Pusha T,Rap,DISLIKE
12406,The Games We Play,Pusha T,Rap,DISLIKE
12407,Let's Ride,Q-Tip,Rap,DISLIKE
12408,Vivrant Thing,Q-Tip,Rap,DISLIKE
12409,Breathe And Stop,Q-Tip,Rap,DISLIKE
12410,Chocolate (feat. Young Thug and Gunna),Quavo,Rap,DISLIKE
12411,HOTEL LOBBY (Unc & Phew),Quavo,Rap,DISLIKE
12412,PASS OUT (feat. 21 Savage),Quavo,Rap,DISLIKE
12413,SWING (feat. Normani & Davido),Quavo,Rap,DISLIKE
12414,WORKIN ME,Quavo,Rap,DISLIKE
12415,Can It Be All So Simple (Remix) (feat. Ghostface Killah),Raekwon,Rap,DISLIKE
12416,Criminology (feat. Ghostface Killah),Raekwon,Rap,DISLIKE
12417,Glaciers of Ice (feat. Ghostface Killah & Masta Killa),Raekwon,Rap,DISLIKE
12418,"Ice Cream (feat. Ghostface Killah,Method Man & Cappadonna)",Raekwon,Rap,DISLIKE
12419,Incarcerated Scarfaces,Raekwon,Rap,DISLIKE
12420,Verbal Intercourse (feat. Ghostface Killah & Nas),Raekwon,Rap,DISLIKE
12421,Heaven & Hell (feat. Ghostface Killah),Raekwon,Rap,DISLIKE
12422,"Wu-Gambinos (feat. Ghostface Killah,Method Man,RZA & Masta Killa) - Hidden Chambers Remix",Raekwon,Rap,DISLIKE
12423,House Of Flying Daggers,Raekwon,Rap,DISLIKE
12424,How High - Instrumental,Redman,Rap,DISLIKE
12425,Da Goodness,Redman,Rap,DISLIKE
12426,I Can't Wait to Touch,Redman,Rap,DISLIKE
12427,I'll Bee Dat,Redman,Rap,DISLIKE
12428,Rockafella,Redman,Rap,DISLIKE
12429,Smash Sumthin',Redman,Rap,DISLIKE
12430,Whateva Man,Redman,Rap,DISLIKE
12431,Let's Get Dirty (I Can't Get In Da Club),Redman,Rap,DISLIKE
12432,Hustlin',Rick Ross,Rap,DISLIKE
12433,Here I Am,Rick Ross,Rap,DISLIKE
12434,The Boss,Rick Ross,Rap,DISLIKE
12435,Push It,Rick Ross,Rap,DISLIKE
12436,Aston Martin Music,Rick Ross,Rap,DISLIKE
12437,Stay Schemin,Rick Ross,Rap,DISLIKE
12438,911,Roddy Ricch,Rap,DISLIKE
12439,High Fashion (feat. Mustard),Roddy Ricch,Rap,DISLIKE
12440,Bacc Seat (feat. Ty Dolla $ign),Roddy Ricch,Rap,DISLIKE
12441,late at night,Roddy Ricch,Rap,DISLIKE
12442,Tip Toe (feat. A Boogie Wit da Hoodie),Roddy Ricch,Rap,DISLIKE
12443,Sucker M.C.'s (Krush-Groove 1),Run–D.M.C.,Rap,DISLIKE
12444,My Adidas,Run–D.M.C.,Rap,DISLIKE
12445,Christmas In Hollis,Run–D.M.C.,Rap,DISLIKE
12446,Down With the King (feat. Pete Rock & C.L. Smooth),Run–D.M.C.,Rap,DISLIKE
12447,I Seen a Man Die,Scarface,Rap,DISLIKE
12448,Mary Jane,Scarface,Rap,DISLIKE
12449,No Tears,Scarface,Rap,DISLIKE
12450,On My Block,Scarface,Rap,DISLIKE
12451,Guess Who's Back,Scarface,Rap,DISLIKE
12452,Smile,Scarface,Rap,DISLIKE
12453,Tookie Knows II,ScHoolboy Q,Rap,DISLIKE
12454,Collard Greens,ScHoolboy Q,Rap,DISLIKE
12455,Dangerous (feat. Kid Cudi),ScHoolboy Q,Rap,DISLIKE
12456,Man Of The Year,ScHoolboy Q,Rap,DISLIKE
12457,Studio,ScHoolboy Q,Rap,DISLIKE
12458,The Purge,ScHoolboy Q,Rap,DISLIKE
12459,Children's Story,Slick Rick,Rap,DISLIKE
12460,Hey Young World,Slick Rick,Rap,DISLIKE
12461,Mona Lisa,Slick Rick,Rap,DISLIKE
12462,Teenage Love,Slick Rick,Rap,DISLIKE
12463,Behind Bars,Slick Rick,Rap,DISLIKE
12464,The Ruler's Back,Slick Rick,Rap,DISLIKE
12465,Ain’t No Fun (If The Homies Can’t Have None),Snoop Dogg,Rap,DISLIKE
12466,Who Am I (What’s My Name)?,Snoop Dogg,Rap,DISLIKE
12467,Gin and Juice,Snoop Dogg,Rap,DISLIKE
12468,Lay Low,Snoop Dogg,Rap,DISLIKE
12469,Drop It Like It's Hot,Snoop Dogg,Rap,DISLIKE
12470,"Young,Wild & Free (feat. Bruno Mars)",Snoop Dogg,Rap,DISLIKE
12471,I'm Sprung,T-Pain,Rap,DISLIKE
12472,Bartender (feat. Akon),T-Pain,Rap,DISLIKE
12473,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),T-Pain,Rap,DISLIKE
12474,Freeze (feat. Chris Brown),T-Pain,Rap,DISLIKE
12475,Up Down (Do This All Day) (feat. B.o.B),T-Pain,Rap,DISLIKE
12476,Rubber Band Man,T.I.,Rap,DISLIKE
